year_birth,age,education,marital_status,income,kidhome,teenhome,dt_customer,customer_since_years,column1,unnamed:_0,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1951,74,2N Cycle,Married,78497,0,0,01-12-2013,11,6935,179,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0
1976,49,Phd,Married,51650,0,1,11-05-2014,10,7698,180,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0
1988,37,2N Cycle,Married,16248,1,0,10-05-2014,10,3559,181,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0
1946,79,Master,Married,66835,0,0,28-09-2013,11,10562,182,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0
1984,41,Master,Married,30477,1,0,22-01-2014,11,10796,183,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0
1961,64,Basic,Married,28249,0,0,15-06-2014,10,2563,184,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Married,25271,1,0,05-12-2012,12,3518,185,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0
1970,55,Phd,Single,32303,0,1,08-03-2014,11,5823,186,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Married,61286,0,1,02-08-2013,11,3934,187,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Married,74068,0,0,19-03-2013,12,6982,188,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0
1964,61,Phd,Married,45759,1,1,23-02-2013,12,6431,189,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1978,47,Basic,Together,24882,1,0,09-09-2012,12,9733,190,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0
1989,36,Phd,Together,66973,0,0,17-05-2013,11,5602,191,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0
1900,125,2N Cycle,Divorced,36640,1,0,26-09-2013,11,7829,192,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0
1988,37,Graduation,Married,38872,1,0,30-05-2013,11,1324,193,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Married,51148,1,1,18-02-2013,12,326,194,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Married,31353,1,1,29-12-2013,11,7224,195,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0
1980,45,Master,Married,69661,0,0,13-05-2014,10,6999,196,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Married,80067,0,0,19-09-2013,11,9938,197,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0
1954,71,Graduation,Married,86718,0,0,17-01-2013,12,6422,198,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0
1973,52,Phd,Single,46854,1,1,31-03-2014,11,3182,199,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1
1952,73,Graduation,Divorced,69142,0,1,29-06-2014,10,7300,200,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0
1968,57,Graduation,Single,75922,0,0,09-12-2013,11,10424,201,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Divorced,63693,0,1,14-10-2013,11,8727,202,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0
1977,48,Phd,Together,102160,0,0,02-11-2012,12,2798,203,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1
1965,60,Phd,Single,40637,1,1,17-07-2013,11,1030,204,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0
1984,41,Master,Single,18890,0,0,10-11-2012,12,624,205,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1
1988,37,Graduation,Together,29604,1,0,08-12-2013,11,5176,206,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0
1963,62,Master,Divorced,48721,1,1,13-05-2013,11,5552,207,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Married,44794,0,1,08-06-2014,10,868,208,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Divorced,64497,0,1,10-09-2012,12,380,209,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1
1956,69,Graduation,Together,46097,0,1,31-03-2013,12,2677,210,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Together,77972,0,0,18-03-2014,11,6521,211,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0
1968,57,Phd,Married,44377,1,1,05-10-2012,12,6927,212,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0
1974,51,Master,Together,46014,1,1,21-01-2013,12,2877,213,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Married,70951,0,0,04-05-2013,11,0,214,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Married,41443,1,0,01-04-2014,11,1584,215,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Single,52195,2,1,12-05-2014,10,7264,216,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1948,77,Master,Married,83790,0,0,15-11-2013,11,6274,217,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0
1954,71,Master,Widow,44551,0,1,31-08-2013,11,1377,218,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0
1980,45,Graduation,Together,69508,1,0,14-11-2012,12,454,219,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0
1988,37,2N Cycle,Together,45204,1,0,11-04-2014,10,1755,220,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Married,72460,0,0,14-11-2013,11,2075,221,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0
1970,55,Phd,Together,77622,0,2,14-04-2014,10,4785,222,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0
1980,45,Phd,Married,30732,1,0,05-01-2013,12,9076,223,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Divorced,63887,0,1,08-09-2012,12,7079,224,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Together,42011,1,0,26-03-2013,12,4653,225,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Together,51369,0,1,25-10-2012,12,7375,226,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Divorced,51537,0,1,09-12-2012,12,709,227,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0
1972,53,Phd,Married,79930,0,0,08-08-2012,12,460,228,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0
1986,39,Phd,Together,34320,1,0,16-02-2014,11,3726,229,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Single,37070,1,1,20-03-2013,12,6798,230,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1
1962,63,2N Cycle,Divorced,81975,0,1,05-01-2013,12,5341,231,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0
1971,54,Graduation,Together,38590,1,0,15-05-2013,11,1606,232,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1951,74,Graduation,Single,15033,0,0,16-04-2014,10,9617,233,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0
1965,60,Phd,Married,62745,0,1,23-03-2013,12,3233,234,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0
1975,50,2N Cycle,Married,22212,1,0,09-12-2013,11,89,235,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0
1982,43,Master,Together,23661,1,0,04-12-2013,11,2936,236,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1958,67,Phd,Single,79761,0,1,04-10-2013,11,9449,237,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Single,7500,1,0,26-12-2013,11,7297,238,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0
1893,132,2N Cycle,Single,60182,0,1,17-05-2014,10,11004,239,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Widow,73455,0,0,28-10-2013,11,313,240,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0
1958,67,Graduation,Together,64961,0,1,23-12-2012,12,9940,241,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Single,22804,1,0,31-07-2013,11,10735,242,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0
1990,35,Graduation,Married,73687,0,0,28-11-2013,11,9529,243,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1
1958,67,Graduation,Married,61074,0,1,17-08-2012,12,6439,244,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0
1964,61,Phd,Married,31686,1,1,05-06-2014,10,7411,245,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,80134,1,0,20-05-2013,11,2176,246,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1
1953,72,Graduation,Married,75027,0,1,09-01-2013,12,9265,247,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0
1988,37,Phd,Married,67546,0,0,31-08-2012,12,8867,248,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0
1969,56,Master,Together,65176,0,1,29-10-2012,12,8932,249,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0
1975,50,Master,Single,31160,1,0,16-09-2013,11,10236,250,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Single,29938,1,0,27-10-2013,11,6340,251,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Divorced,102692,0,0,05-04-2013,12,10089,252,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1
1958,67,2N Cycle,Together,26490,0,0,22-09-2012,12,2227,253,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Together,75702,1,1,29-08-2012,12,10992,254,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0
1974,51,Phd,Single,30899,1,0,13-10-2012,12,5304,255,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1961,64,Phd,Together,63342,0,1,16-10-2012,12,309,256,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0
1964,61,Graduation,Single,45989,0,1,22-10-2012,12,3406,257,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Single,18701,1,1,04-06-2013,11,2661,258,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0
1957,68,Phd,Single,40737,2,1,08-12-2013,11,3153,259,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Divorced,15287,1,0,10-10-2012,12,10264,260,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1
1968,57,Phd,Divorced,69674,0,2,22-05-2013,11,1184,261,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0
1970,55,Master,Married,44159,1,0,17-06-2014,10,4200,262,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0
1978,47,Phd,Married,37717,1,0,23-11-2012,12,9396,263,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0
1952,73,Master,Together,43776,1,1,03-02-2013,12,2387,264,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1
1966,59,Master,Married,38179,1,1,14-03-2013,12,6690,265,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Married,80124,0,0,26-06-2014,10,1225,266,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0
1970,55,Phd,Married,38097,1,1,15-10-2012,12,9703,267,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1
1970,55,Graduation,Married,72940,0,0,19-06-2013,11,291,268,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Together,22070,1,0,04-10-2013,11,4557,269,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0
1953,72,Graduation,Single,69267,0,0,22-09-2012,12,2379,270,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1
1983,42,Master,Single,31788,1,0,20-03-2014,11,5726,271,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0
1975,50,Phd,Together,61905,0,1,04-02-2014,11,3066,272,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0
1960,65,Graduation,Married,29315,1,1,06-04-2014,11,6336,273,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Divorced,33378,1,1,06-02-2013,12,10967,274,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0
1963,62,Phd,Together,66313,0,1,16-09-2013,11,2304,275,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Single,60714,0,0,17-01-2013,12,3445,276,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1
1981,44,Master,Together,77882,0,0,30-04-2014,10,7828,277,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0
1986,39,Phd,Single,69867,0,0,02-04-2013,12,3762,278,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1
1968,57,Master,Divorced,63841,0,1,21-04-2013,11,4391,279,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0
1981,44,Basic,Married,24480,1,0,11-02-2013,12,4669,280,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Together,51369,0,1,25-10-2012,12,10144,281,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0
1946,79,Graduation,Together,37760,0,0,31-08-2012,12,8652,282,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0
1974,51,Phd,Together,65640,0,1,01-03-2014,11,1672,283,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0
1975,50,Master,Married,44319,1,1,17-04-2014,10,8962,284,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Married,30631,1,0,12-07-2013,11,9974,285,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Together,75278,0,0,29-01-2013,12,10983,286,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0
1956,69,Master,Together,50898,1,1,08-01-2013,12,8148,287,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Widow,79946,0,0,12-05-2014,10,10102,288,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0
1949,76,Master,Divorced,35416,0,0,13-06-2013,11,4697,289,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0
1984,41,2N Cycle,Together,32414,0,0,04-07-2013,11,9262,290,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0
1969,56,Graduation,Together,38361,1,0,27-12-2013,11,7254,291,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0
1980,45,Graduation,Married,82497,0,0,31-10-2012,12,4543,292,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0
1971,54,Graduation,Together,16626,2,0,15-01-2014,11,4927,293,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Together,29672,1,1,12-03-2013,12,10451,294,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0
1952,73,Master,Together,55951,0,1,23-08-2012,12,2926,295,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0
1988,37,2N Cycle,Divorced,35388,1,0,07-03-2013,12,2874,296,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1986,39,Master,Together,42386,1,0,13-01-2013,12,9738,297,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Single,68627,0,0,12-01-2013,12,7119,298,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0
1965,60,Phd,Divorced,57912,0,1,17-03-2014,11,3924,299,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0
1958,67,Graduation,Divorced,35246,1,1,16-04-2014,10,5827,300,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0
1956,69,2N Cycle,Together,58821,0,1,12-10-2013,11,5596,301,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0
1978,47,Phd,Married,46377,1,0,01-03-2014,11,10812,302,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0
1988,37,Graduation,Single,39747,1,0,13-04-2014,10,1717,303,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0
1984,41,Graduation,Together,23976,1,0,27-12-2013,11,9491,304,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0
1961,64,Master,Married,80950,0,0,28-03-2013,12,9274,305,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0
1966,59,Graduation,Widow,27038,0,0,18-09-2012,12,6609,306,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1
1947,78,Graduation,Single,77457,0,0,05-03-2014,11,6963,307,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0
1964,61,Master,Married,64100,0,1,10-09-2013,11,4440,308,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0
1992,33,Master,Together,42670,0,0,27-04-2013,11,1379,309,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Divorced,12571,1,0,18-01-2014,11,10032,310,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Married,22574,2,1,28-10-2013,11,2826,311,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1989,36,Graduation,Married,unknown,0,0,03-06-2013,11,2437,312,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0
1976,49,Master,Single,70893,0,0,06-02-2013,12,6320,313,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Married,54198,1,1,17-12-2013,11,3050,314,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0
1956,69,Master,Together,28839,1,1,11-03-2014,11,231,315,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,40321,1,1,29-07-2013,11,2392,316,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Single,66503,1,0,14-08-2012,12,9478,317,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0
1951,74,Graduation,Married,30833,1,1,16-07-2013,11,113,318,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Single,unknown,1,2,23-08-2013,11,2863,319,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0
1971,54,Graduation,Married,64795,0,1,17-01-2013,12,1802,320,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Married,34421,1,0,01-07-2013,11,520,321,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1965,60,Phd,Divorced,47025,1,1,09-02-2014,11,8275,322,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1961,64,Phd,Divorced,64325,0,1,07-02-2013,12,9750,323,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0
1953,72,Graduation,Single,40464,0,1,11-01-2013,12,2607,324,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0
1957,68,Graduation,Married,62187,0,0,05-07-2013,11,7214,325,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0
1976,49,Phd,Divorced,14849,1,0,02-07-2013,11,5835,326,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0
1984,41,Graduation,Married,27255,1,0,07-11-2013,11,3896,327,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1950,75,Phd,Married,54432,2,1,09-05-2013,11,10350,328,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0
1986,39,Phd,Single,29999,1,0,13-02-2013,12,7786,329,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Single,24072,1,0,16-04-2013,11,2861,330,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1989,36,Phd,Single,33996,0,0,11-09-2013,11,663,331,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0
1956,69,Phd,Married,66334,0,1,03-04-2013,12,10675,332,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1
1971,54,Master,Married,35178,1,0,10-01-2013,12,2521,333,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
1983,42,Graduation,Together,22010,1,0,30-06-2013,11,9592,334,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1960,65,Graduation,Divorced,62204,0,2,12-09-2012,12,10151,335,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Divorced,75693,0,0,06-12-2012,12,7381,336,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1
1972,53,Graduation,Married,30675,1,0,12-11-2012,12,4099,337,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Together,83003,0,0,03-03-2013,12,9560,338,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1
1899,126,Phd,Together,83532,0,0,26-09-2013,11,1150,339,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0
1988,37,Graduation,Single,68655,0,0,10-08-2012,12,10172,340,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Divorced,41411,0,0,07-12-2013,11,11191,341,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0
1969,56,Phd,Married,55212,0,1,23-11-2012,12,9707,342,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0
1950,75,Phd,Together,59292,0,1,13-06-2013,11,6245,343,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0
1973,52,Basic,Together,27190,1,0,15-08-2013,11,8234,344,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1
1952,73,Graduation,Divorced,82623,0,0,10-11-2013,11,1411,345,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Married,44300,1,1,23-06-2013,11,8553,346,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Divorced,84835,0,0,16-06-2014,10,1826,347,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1
1971,54,Graduation,Widow,30372,1,1,25-12-2012,12,8842,348,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0
1976,49,Master,Married,33181,1,0,03-01-2014,11,11030,349,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0
1957,68,Graduation,Married,71113,0,1,17-12-2013,11,2579,350,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Married,71952,1,0,10-01-2013,12,175,351,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0
1966,59,Phd,Single,69759,0,0,28-10-2013,11,9185,352,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1
1974,51,Graduation,Married,72099,0,0,27-10-2012,12,11056,353,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0
1976,49,Phd,Single,60000,0,1,22-12-2012,12,9365,354,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Single,38643,1,1,29-11-2013,11,6201,355,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0
1955,70,Graduation,Married,50737,0,1,11-05-2013,11,2061,356,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0
1969,56,Phd,Married,68462,0,0,12-12-2012,12,6184,357,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0
1943,82,Master,Married,65073,0,0,20-08-2013,11,6142,358,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0
1948,77,Phd,Together,46681,0,2,08-10-2013,11,4107,359,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0
